center,left,right,steering,speed,throttle,brake
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_02_998.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_02_998.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_02_998.jpg,0.05,0.8269761,0,20.923
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_068.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_068.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_068.jpg,0.25,1,0,21.70057
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_137.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_137.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_137.jpg,0.4,1,0,22.29103
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_208.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_208.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_208.jpg,0.6000001,1,0,22.92333
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_275.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_275.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_275.jpg,0.7500002,1,0,23.33704
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_346.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_346.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_346.jpg,0,1,0,23.93404
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_415.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_415.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_415.jpg,0,1,0,24.46889
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_485.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_485.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_485.jpg,0,1,0,25.21878
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_555.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_555.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_555.jpg,0,1,0,25.78936
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_623.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_623.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_623.jpg,0,1,0,26.54828
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_694.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_694.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_694.jpg,0.1,1,0,27.1124
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_764.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_764.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_764.jpg,0.3,1,0,27.81819
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_836.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_836.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_836.jpg,0.45,1,0,28.2902
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_910.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_910.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_910.jpg,0.6500001,1,0,28.83469
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_03_982.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_03_982.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_03_982.jpg,0.8500001,0.8929275,0,29.24953
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_058.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_058.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_058.jpg,1,0.6643354,0,29.36092
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_134.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_134.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_134.jpg,1,0.4378929,0,29.31331
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_214.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_214.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_214.jpg,1,0.1986641,0,29.13759
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_296.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_296.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_296.jpg,1,0,0,28.81439
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_373.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_373.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_373.jpg,0,0,0,28.46499
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_455.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_455.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_455.jpg,0,0,0,28.16546
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_533.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_533.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_533.jpg,0,0,0,27.9208
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_613.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_613.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_613.jpg,0,0,0,27.69347
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_693.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_693.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_693.jpg,0,0,0,27.47046
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_774.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_774.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_774.jpg,0,0,0,27.24958
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_854.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_854.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_854.jpg,0,0.2409584,0,27.17523
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_04_933.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_04_933.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_04_933.jpg,0,0.480532,0,27.33079
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_013.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_013.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_013.jpg,0,0.7212904,0,27.7145
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_094.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_094.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_094.jpg,0,0.9605393,0,28.32078
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_174.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_174.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_174.jpg,0,1,0,29.04853
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_254.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_254.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_254.jpg,0,1,0,29.78166
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_336.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_336.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_336.jpg,0,1,0,30.19028
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_417.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_417.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_417.jpg,0,1,0,30.19025
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_499.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_499.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_499.jpg,0,1,0,30.19016
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_580.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_580.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_580.jpg,0,1,0,30.19035
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_662.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_662.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_662.jpg,0,1,0,30.19029
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_743.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_743.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_743.jpg,0,1,0,30.19031
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_828.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_828.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_828.jpg,0,1,0,30.19034
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_910.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_910.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_910.jpg,0,1,0,30.19039
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_05_990.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_05_990.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_05_990.jpg,0,0.7594923,0,30.11849
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_075.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_075.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_075.jpg,0,0.5052187,0,30.05111
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_159.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_159.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_159.jpg,0,0.2548328,0,29.98764
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_243.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_243.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_243.jpg,0.15,0.00209631,0,29.79629
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_326.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_326.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_326.jpg,0.35,0,0,29.48484
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_411.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_411.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_411.jpg,0.5500001,0,0,29.08891
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_495.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_495.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_495.jpg,0,0,0,28.71351
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_580.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_580.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_580.jpg,0,0,0,28.46214
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_666.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_666.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_666.jpg,0,0,0,28.17162
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_751.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_751.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_751.jpg,0,0,0,27.94451
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_840.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_840.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_840.jpg,0,0,0,27.71972
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_06_928.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_06_928.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_06_928.jpg,0.25,0,0,27.41143
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_017.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_017.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_017.jpg,0.45,0,0,27.08507
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_110.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_110.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_110.jpg,0,0,0,26.79516
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_199.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_199.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_199.jpg,0,0,0,26.57746
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_294.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_294.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_294.jpg,0,0,0,26.31008
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_386.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_386.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_386.jpg,0.25,0,0,26.01789
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_479.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_479.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_479.jpg,0.45,0,0,25.70751
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_574.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_574.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_574.jpg,0,0,0,25.4304
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_673.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_673.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_673.jpg,0,0,0,25.17246
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_766.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_766.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_766.jpg,0,0.2796683,0,25.13832
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_863.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_863.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_863.jpg,0,0.5696972,0,25.46434
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_07_959.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_07_959.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_07_959.jpg,0,0.8586894,0,25.9956
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_059.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_059.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_059.jpg,0,1,0,26.90972
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_155.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_155.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_155.jpg,0,1,0,27.83465
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_253.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_253.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_253.jpg,0,1,0,28.73672
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_352.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_352.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_352.jpg,0,1,0,29.58662
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_461.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_461.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_461.jpg,0,0.6755201,0,30.10426
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_554.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_554.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_554.jpg,0,0.3966864,0,29.98026
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_653.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_653.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_653.jpg,0,0.100742,0,29.58844
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_754.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_754.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_754.jpg,0.15,0,0,29.02654
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_856.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_856.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_856.jpg,0.4,0,0,28.18933
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_08_958.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_08_958.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_08_958.jpg,0.6500001,0,0,27.34102
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_065.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_065.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_065.jpg,0,0,0,26.39535
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_163.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_163.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_163.jpg,0,0,0,25.70445
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_264.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_264.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_264.jpg,0.15,0,0,24.94267
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_362.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_362.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_362.jpg,0.35,0,0,24.30972
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_460.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_460.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_460.jpg,0.6000001,0,0,23.41585
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_560.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_560.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_560.jpg,0.8500001,0,0,22.38921
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_661.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_661.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_661.jpg,1,0,0,21.38
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_762.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_762.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_762.jpg,1,0,0,20.33686
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_864.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_864.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_864.jpg,0,0,0,19.58561
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_09_965.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_09_965.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_09_965.jpg,0,0,0,18.72545
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_065.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_065.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_065.jpg,0.25,0.146084,0,18.36363
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_163.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_163.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_163.jpg,0,0.4447619,0,17.95774
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_257.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_257.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_257.jpg,0,0.7280903,0,18.05606
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_352.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_352.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_352.jpg,0,1,0,18.69189
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_450.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_450.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_450.jpg,0,1,0,19.2005
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_544.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_544.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_544.jpg,0.25,1,0,19.88628
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_643.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_643.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_643.jpg,0.5000001,1,0,20.30669
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_746.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_746.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_746.jpg,0.7,1,0,20.7424
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_841.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_841.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_841.jpg,0,1,0,21.24646
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_10_940.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_10_940.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_10_940.jpg,0,1,0,21.86854
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_11_042.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_11_042.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_11_042.jpg,0,1,0,22.81017
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_11_146.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_11_146.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_11_146.jpg,0.15,1,0,23.77254
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_11_259.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_11_259.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_11_259.jpg,0.4,1,0,24.54622
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_11_356.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_11_356.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_11_356.jpg,0.6500001,1,0,24.9218
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_11_464.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_11_464.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_11_464.jpg,0,1,0,25.69054
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_11_579.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_11_579.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_11_579.jpg,0,1,0,26.13955
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_11_699.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_11_699.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_11_699.jpg,0.3,1,0,27.16875
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_44_11_838.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_44_11_838.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_44_11_838.jpg,0.6500001,0.5487789,0,27.25652
